Index,CPU Frequencies,GPU Frequencies,Mem Frequencies,Initialization Time,Allocation Time,Copy To Device Time,Kernel Time,Copy Back and Merge Time,Deallocation Time,Real Time,User Time,System Time,Starttime,Endtime,ActivePower,IdlePower
601,1200000.0,266000000.0,206000000.0,1901.201,13.95,1206.587,6247.264,744.3689999999999,27.249000000000002,19566.0,5946.0,3269.0,12154684.0,12174293.0,3.666,2.799
602,1200000.0,266000000.0,275000000.0,1721.65,11.547,1104.9589999999998,4408.475,643.185,23.401,15528.0,5028.0,3030.0,12174647.0,12190210.0,3.701,2.817
603,1200000.0,266000000.0,413000000.0,1542.289,9.366,983.959,3335.134,542.938,19.613,12358.0,4495.0,2486.0,12190503.0,12202888.0,3.892,2.873
604,1200000.0,266000000.0,543000000.0,1463.2839999999999,8.392999999999999,884.543,3222.6459999999997,475.152,17.755,11461.0,4113.0,2274.0,12203126.0,12214611.0,4.047,2.944
605,1200000.0,266000000.0,633000000.0,1425.6670000000001,7.871,871.9739999999999,3056.6,462.11800000000005,17.088,11213.0,3917.0,2258.0,12214825.0,12226061.0,4.177,3.001
606,1200000.0,266000000.0,728000000.0,1396.932,7.495,843.6,3138.8,449.526,16.37,11173.0,3821.0,2195.0,12226266.0,12237459.0,4.482,3.077
607,1200000.0,266000000.0,825000000.0,1374.89,7.189,817.054,3062.2929999999997,437.089,16.012999999999998,10949.0,3847.0,2007.0,12237653.0,12248622.0,4.393,3.059
608,1200000.0,177000000.0,165000000.0,2083.044,16.153,1425.805,7770.584,917.066,31.703000000000003,24007.0,6697.0,3878.0,12248915.0,12272972.0,3.475,2.638
609,1200000.0,177000000.0,206000000.0,1901.168,14.234000000000002,1236.243,6072.701999999999,764.0210000000001,27.355999999999998,19483.0,5878.0,3361.0,12273393.0,12292920.0,3.532,2.702
610,1200000.0,177000000.0,275000000.0,1719.293,11.615,1077.904,4739.627,632.434,23.397,15877.0,5141.0,2874.0,12293275.0,12309186.0,3.535,2.737
611,1200000.0,177000000.0,413000000.0,1543.685,9.406,930.9630000000001,4634.147,529.351,19.768,14861.0,4364.0,2496.0,12309479.0,12324368.0,3.684,2.799
612,1200000.0,177000000.0,543000000.0,1462.1960000000001,8.432,862.559,4326.889,485.048,17.982,13968.0,4125.0,2191.0,12324632.0,12338623.0,3.765,2.843
613,1200000.0,177000000.0,633000000.0,1427.0870000000002,7.912000000000001,831.1669999999999,4297.38,455.418,17.094,13611.0,4031.0,2013.0,12338841.0,12352473.0,3.861,2.873
614,1200000.0,177000000.0,728000000.0,1394.104,7.755,799.812,4357.038,448.782,16.707,13677.0,3800.0,2089.0,12352677.0,12366375.0,3.753,2.914
615,1200000.0,177000000.0,825000000.0,1370.631,7.09,789.7,4228.569,425.741,16.05,13240.0,3708.0,1989.0,12366570.0,12379830.0,3.904,2.981
616,1300000.0,600000000.0,165000000.0,1995.634,15.814,1394.279,8220.101,912.92,30.893,24666.0,6601.0,3839.0,12380126.0,12404844.0,5.147,2.953
617,1300000.0,600000000.0,206000000.0,1812.6689999999999,13.44,1175.002,6486.988,720.3330000000001,26.756999999999998,19923.0,5675.0,3288.0,12405270.0,12425235.0,5.208,3.007
618,1300000.0,600000000.0,275000000.0,1628.9370000000001,11.168,1073.109,4575.241,600.376,22.43,15278.0,5003.0,2748.0,12425588.0,12440900.0,5.284,3.044
619,1300000.0,600000000.0,413000000.0,1450.726,8.93,930.637,3299.5240000000003,510.7,18.727,11748.0,4310.0,2339.0,12441191.0,12452967.0,5.702,3.089
620,1300000.0,600000000.0,543000000.0,1367.3429999999998,7.96,848.877,2610.143,467.152,17.079,10153.0,4235.0,2162.0,12453205.0,12463382.0,5.899,3.217
621,1300000.0,600000000.0,633000000.0,1332.433,7.511,826.5369999999999,2327.085,439.06300000000005,16.267,9295.0,3796.0,2083.0,12463599.0,12472916.0,6.079,3.222
622,1300000.0,600000000.0,728000000.0,1297.856,7.08,794.415,2099.819,421.976,15.888,8763.0,3573.0,2111.0,12473119.0,12481902.0,6.526,3.36
623,1300000.0,600000000.0,825000000.0,1276.407,6.843,777.591,1943.815,409.494,15.163,8329.0,3500.0,2051.0,12482096.0,12490445.0,6.504,3.317
624,1300000.0,543000000.0,165000000.0,2001.656,15.812000000000001,1284.178,8152.065,839.2710000000001,30.358,24435.0,6555.0,3517.0,12490737.0,12515224.0,4.691,2.928
625,1300000.0,543000000.0,206000000.0,1817.575,13.630999999999998,1167.143,6345.630999999999,721.7810000000001,26.788,19684.0,5592.0,3262.0,12515676.0,12535408.0,4.829,2.966
626,1300000.0,543000000.0,275000000.0,1631.717,11.169,1036.72,4557.567,598.406,22.230999999999998,15376.0,5070.0,2659.0,12535775.0,12551185.0,4.764,2.992
627,1300000.0,543000000.0,413000000.0,1451.031,9.156,902.8969999999999,3102.167,500.333,18.793,11548.0,4293.0,2294.0,12551483.0,12563059.0,5.011,3.102
628,1300000.0,543000000.0,543000000.0,1369.4579999999999,8.014,848.4739999999999,2482.597,452.374,17.051,9947.0,3885.0,2244.0,12563304.0,12573274.0,5.222,3.09
629,1300000.0,543000000.0,633000000.0,1330.2839999999999,7.497999999999999,824.9839999999999,2265.798,432.644,16.281,9302.0,3889.0,1991.0,12573500.0,12582824.0,5.472,3.253
630,1300000.0,543000000.0,728000000.0,1382.05,7.064,802.061,2113.979,424.423,15.819,9038.0,3828.0,1999.0,12583034.0,12592094.0,5.655,3.188
631,1300000.0,543000000.0,825000000.0,1276.295,6.74,784.2389999999999,1975.767,413.412,15.110999999999999,8427.0,3524.0,2028.0,12592290.0,12600737.0,5.826,3.253
632,1300000.0,480000000.0,165000000.0,1995.693,15.724,1402.496,8134.444,879.52,30.73,24329.0,6646.0,3808.0,12601035.0,12625416.0,4.284,2.882
633,1300000.0,480000000.0,206000000.0,1808.241,13.494000000000002,1187.718,6227.706,732.529,26.768,19602.0,6011.0,3349.0,12625855.0,12645499.0,4.494,2.941
634,1300000.0,480000000.0,275000000.0,1626.618,11.17,1071.5710000000001,4667.311,607.813,22.443,15378.0,4953.0,2821.0,12645868.0,12661281.0,4.729,2.992
635,1300000.0,480000000.0,413000000.0,1451.896,9.014,898.0930000000001,3249.429,492.101,18.793,11760.0,4232.0,2341.0,12661576.0,12673363.0,4.859,3.021
636,1300000.0,480000000.0,543000000.0,1369.526,8.003,855.518,2597.935,457.17800000000005,17.320999999999998,10150.0,3935.0,2214.0,12673605.0,12683778.0,5.242,3.106
637,1300000.0,480000000.0,633000000.0,1331.0320000000002,7.563,817.867,2327.971,439.28,16.307000000000002,9403.0,3913.0,1981.0,12684000.0,12693424.0,5.088,3.154
638,1300000.0,480000000.0,728000000.0,1300.7269999999999,7.14,819.448,2141.135,429.11699999999996,15.703,8963.0,3710.0,2021.0,12693631.0,12702614.0,5.537,3.215
639,1300000.0,480000000.0,825000000.0,1276.353,6.831,799.76,2045.932,416.73,15.395,8740.0,3641.0,1999.0,12702820.0,12711581.0,6.17,3.425
640,1300000.0,420000000.0,165000000.0,2000.306,15.975,1326.981,8304.965,856.698,30.64,24606.0,6562.0,3665.0,12711880.0,12736540.0,4.146,2.903
641,1300000.0,420000000.0,206000000.0,1809.174,13.675999999999998,1188.911,6196.223000000001,721.946,26.736,19399.0,5793.0,3123.0,12736974.0,12756417.0,4.197,2.935
642,1300000.0,420000000.0,275000000.0,1633.537,11.245999999999999,1062.808,4441.275,604.575,22.651,15190.0,4901.0,2916.0,12756780.0,12772005.0,4.275,2.963
643,1300000.0,420000000.0,413000000.0,1450.6329999999998,9.092,935.205,3155.509,506.37300000000005,18.958,11659.0,4224.0,2451.0,12772304.0,12783992.0,4.493,2.967
644,1300000.0,420000000.0,543000000.0,1369.759,8.011000000000001,863.425,2621.229,465.06800000000004,17.000999999999998,10251.0,4064.0,2108.0,12784235.0,12794511.0,4.673,3.039
645,1300000.0,420000000.0,633000000.0,1330.501,7.55,828.018,2350.507,438.44699999999995,16.183,9401.0,3819.0,2074.0,12794733.0,12804156.0,5.135,3.109
646,1300000.0,420000000.0,728000000.0,1297.664,7.1979999999999995,814.315,2213.7729999999997,428.843,15.5,9161.0,3784.0,1942.0,12804360.0,12813543.0,5.044,3.149
647,1300000.0,420000000.0,825000000.0,1276.9589999999998,6.928999999999999,798.2560000000001,2196.87,421.425,15.072000000000001,8927.0,3620.0,1987.0,12813738.0,12822685.0,5.327,3.237
648,1300000.0,350000000.0,165000000.0,1991.55,16.07,1369.325,8239.885,872.6260000000001,30.394000000000002,24389.0,6565.0,3678.0,12822987.0,12847428.0,3.904,2.881
649,1300000.0,350000000.0,206000000.0,1805.21,13.491,1193.797,6354.499,718.556,27.156,19857.0,5714.0,3225.0,12847863.0,12867763.0,4.01,2.921
650,1300000.0,350000000.0,275000000.0,1629.507,11.210999999999999,1100.545,4686.468,634.164,22.366999999999997,15591.0,5302.0,2867.0,12868127.0,12883752.0,4.046,2.941
651,1300000.0,350000000.0,413000000.0,1451.817,8.95,916.14,3221.886,501.82199999999995,18.941,11749.0,4393.0,2382.0,12884046.0,12895823.0,4.323,3.002
652,1300000.0,350000000.0,543000000.0,1369.418,7.976,841.887,2654.29,451.171,17.218,10357.0,3895.0,2218.0,12896065.0,12906446.0,4.448,3.063
653,1300000.0,350000000.0,633000000.0,1329.5120000000002,7.501,830.5260000000001,2510.401,443.84,16.187,9794.0,3826.0,2094.0,12906664.0,12916480.0,4.538,3.106
654,1300000.0,350000000.0,728000000.0,1298.655,7.107,798.0110000000001,2459.402,427.61199999999997,15.703,9555.0,3682.0,2053.0,12916686.0,12926262.0,4.745,3.175
655,1300000.0,350000000.0,825000000.0,1275.532,6.859,787.654,2470.231,414.00699999999995,15.033,9428.0,3621.0,1949.0,12926457.0,12935905.0,4.799,3.202
656,1300000.0,266000000.0,165000000.0,2002.395,15.942,1424.58,8083.691999999999,887.7660000000001,30.689,24310.0,6738.0,3806.0,12936203.0,12960564.0,3.654,2.775
657,1300000.0,266000000.0,206000000.0,1808.9089999999999,13.709000000000001,1222.9189999999999,6194.184,731.587,26.698,19543.0,5854.0,3126.0,12960998.0,12980583.0,3.922,2.855
658,1300000.0,266000000.0,275000000.0,1627.3629999999998,11.398,1089.029,4656.2429999999995,624.515,22.908,15475.0,5416.0,2714.0,12980948.0,12996457.0,3.874,2.929
659,1300000.0,266000000.0,413000000.0,1452.8129999999999,9.077,935.327,3400.202,509.788,18.684,12149.0,4410.0,2286.0,12996755.0,13008932.0,4.087,2.957
660,1300000.0,266000000.0,543000000.0,1431.649,8.016,856.8739999999999,3108.1209999999996,456.224,16.944000000000003,11206.0,3976.0,2166.0,13009180.0,13020410.0,4.359,3.049
661,1300000.0,266000000.0,633000000.0,1331.747,7.52,803.2769999999999,3136.216,442.314,16.271,10896.0,3678.0,2179.0,13020638.0,13031556.0,4.245,3.071
662,1300000.0,266000000.0,728000000.0,1299.604,7.091,792.436,3030.3140000000003,418.80800000000005,15.460999999999999,10575.0,3604.0,2044.0,13031763.0,13042359.0,4.433,3.116
663,1300000.0,266000000.0,825000000.0,1275.313,6.872000000000001,762.824,3067.593,406.43300000000005,15.112,10628.0,3536.0,1911.0,13042557.0,13053205.0,4.501,3.143
664,1300000.0,177000000.0,165000000.0,1994.59,16.12,1353.519,8058.453,854.775,30.825,24005.0,6420.0,3795.0,13053501.0,13077556.0,3.685,2.723
665,1300000.0,177000000.0,206000000.0,1811.769,13.588,1283.011,6126.728,753.918,26.631999999999998,19625.0,6104.0,3431.0,13077991.0,13097660.0,3.865,2.748
666,1300000.0,177000000.0,275000000.0,1629.217,11.297,1042.335,4805.972,609.5369999999999,22.439,15674.0,4867.0,2825.0,13098025.0,13113733.0,3.736,2.766
667,1300000.0,177000000.0,413000000.0,1452.4479999999999,9.136000000000001,908.965,4534.31,503.04400000000004,18.672,14260.0,4197.0,2352.0,13114032.0,13128319.0,3.823,2.768
668,1300000.0,177000000.0,543000000.0,1370.626,7.925,828.2610000000001,4363.626,454.191,17.000999999999998,13554.0,3833.0,2172.0,13128564.0,13142142.0,3.831,2.871
669,1300000.0,177000000.0,633000000.0,1331.7820000000002,7.442,805.7610000000001,4450.772,433.85,16.074,13497.0,3666.0,2122.0,13142360.0,13155880.0,3.834,2.931
670,1300000.0,177000000.0,728000000.0,1298.0910000000001,7.08,782.362,4297.587,418.94699999999995,15.565,13065.0,3665.0,1929.0,13156088.0,13169174.0,3.947,3.008
671,1300000.0,177000000.0,825000000.0,1274.29,6.7589999999999995,774.9069999999999,4206.414000000001,413.441,15.11,12838.0,3388.0,2073.0,13169375.0,13182233.0,4.209,3.048
672,1400000.0,600000000.0,165000000.0,1929.309,15.616,1351.3120000000001,8523.190999999999,857.52,30.08,24864.0,6503.0,3729.0,13182533.0,13207449.0,5.39,3.068
673,1400000.0,600000000.0,206000000.0,1745.4070000000002,13.4,1175.807,6306.715,706.442,25.779,19626.0,5430.0,3340.0,13207890.0,13227559.0,5.207,3.085
674,1400000.0,600000000.0,275000000.0,1567.0970000000002,11.172,1048.389,4551.312,592.586,21.905,15097.0,4981.0,2596.0,13227925.0,13243056.0,5.651,3.138
675,1400000.0,600000000.0,413000000.0,1384.134,8.839,890.187,3187.633,482.531,18.336,11477.0,4024.0,2392.0,13243355.0,13254858.0,5.788,3.213
676,1400000.0,600000000.0,543000000.0,1303.076,7.8020000000000005,830.179,2551.103,443.523,16.369,9771.0,3884.0,2055.0,13255103.0,13264898.0,5.977,3.234
677,1400000.0,600000000.0,633000000.0,1262.187,7.357,798.183,2281.609,424.515,15.583,9215.0,3748.0,2007.0,13265119.0,13274356.0,6.239,3.361
678,1400000.0,600000000.0,728000000.0,1235.7939999999999,7.013,774.309,2049.692,410.994,15.083,8579.0,3549.0,1982.0,13274566.0,13283166.0,6.437,3.39
679,1400000.0,600000000.0,825000000.0,1213.514,6.712999999999999,739.46,1969.34,394.103,14.559000000000001,8157.999999999999,3432.0,1928.0,13283363.0,13291541.0,6.708,3.429
680,1400000.0,543000000.0,165000000.0,1927.954,15.687999999999999,1481.4460000000001,8160.312,987.1460000000001,29.871,24613.0,6604.0,3947.0,13291840.0,13316504.0,4.734,3.017
681,1400000.0,543000000.0,206000000.0,1753.4289999999999,13.411,1157.721,6317.411999999999,705.8389999999999,25.706999999999997,19230.0,5575.0,3186.0,13316957.0,13336231.0,4.671,3.017
682,1400000.0,543000000.0,275000000.0,1567.129,11.264000000000001,1043.969,4552.939,585.639,21.896,15104.0,4961.0,2640.0,13336601.0,13351741.0,4.966,3.092
683,1400000.0,543000000.0,413000000.0,1387.46,8.874,908.315,3159.8190000000004,492.664,18.268,11472.0,4084.0,2398.0,13352040.0,13363539.0,4.967,3.124
684,1400000.0,543000000.0,543000000.0,1302.642,7.87,834.8760000000001,2598.1,454.335,16.567,9965.0,3973.0,2149.0,13363785.0,13373774.0,5.392,3.315
685,1400000.0,543000000.0,633000000.0,1264.0839999999998,7.415,800.898,2308.282,424.63800000000003,15.679,9225.0,3641.0,2101.0,13373993.0,13383240.0,5.728,3.422
686,1400000.0,543000000.0,728000000.0,1239.874,7.025,773.944,2046.639,413.07,15.085,8592.0,3476.0,2050.0,13383453.0,13392066.0,5.914,3.356
687,1400000.0,543000000.0,825000000.0,1211.369,6.983,772.95,2016.24,412.73400000000004,14.549000000000001,8365.0,3490.0,1901.0,13392263.0,13400648.0,6.033,3.388
688,1400000.0,480000000.0,165000000.0,1936.365,15.636,1301.263,8179.981,831.992,30.256,23882.0,6297.0,3665.0,13400946.0,13424880.0,4.437,2.996
689,1400000.0,480000000.0,206000000.0,1740.589,13.29,1189.135,6403.3,716.7539999999999,25.896,19526.0,5507.0,3282.0,13425314.0,13444883.0,4.421,3.044
690,1400000.0,480000000.0,275000000.0,1565.78,11.179,1064.131,4495.96,601.015,21.767,14907.0,5025.0,2665.0,13445244.0,13460185.0,4.802,3.083
691,1400000.0,480000000.0,413000000.0,1388.1789999999999,8.863,885.95,3220.0840000000003,492.269,17.849,11472.0,4108.0,2344.0,13460475.0,13471974.0,4.96,3.131
692,1400000.0,480000000.0,543000000.0,1301.05,7.837000000000001,837.052,2539.881,443.978,16.483,9868.0,3754.0,2203.0,13472217.0,13482110.0,4.956,3.166
693,1400000.0,480000000.0,633000000.0,1261.4160000000002,7.3839999999999995,801.133,2344.562,429.18300000000005,15.550999999999998,9221.0,3616.0,2097.0,13482333.0,13491576.0,5.094,3.222
694,1400000.0,480000000.0,728000000.0,1236.4389999999999,6.994,790.953,2163.222,415.83099999999996,15.126,8781.0,3554.0,2003.0,13491779.0,13500582.0,5.45,3.323
695,1400000.0,480000000.0,825000000.0,1213.51,6.709,765.663,2102.369,396.37800000000004,14.432,8454.0,3385.0,1995.0,13500775.0,13509249.0,5.566,3.334
696,1400000.0,420000000.0,165000000.0,1927.023,15.802,1374.6779999999999,8061.405,864.0,29.641,24147.0,6511.0,3601.0,13509543.0,13533740.0,4.177,2.961
697,1400000.0,420000000.0,206000000.0,1742.3139999999999,13.347000000000001,1168.962,6425.286,714.702,25.715,19520.0,5496.0,3275.0,13534165.0,13553727.0,4.345,3.019
698,1400000.0,420000000.0,275000000.0,1565.046,11.252,1046.885,4542.373,597.626,21.913,15103.0,4960.0,2671.0,13554087.0,13569224.0,4.324,3.073
699,1400000.0,420000000.0,413000000.0,1384.415,8.94,901.627,3162.185,490.593,18.183,11369.0,4134.0,2321.0,13569515.0,13580911.0,4.608,3.124
700,1400000.0,420000000.0,543000000.0,1302.759,7.902,832.5,2549.965,441.712,16.54,9866.0,3956.0,1975.0,13581153.0,13591042.0,4.806,3.23
701,1400000.0,420000000.0,633000000.0,1264.61,7.42,797.645,2381.7529999999997,424.712,15.884,9320.0,3653.0,2092.0,13591258.0,13600600.0,5.044,3.22
702,1400000.0,420000000.0,728000000.0,1237.118,7.075,761.7539999999999,2173.2110000000002,399.73400000000004,15.005,8883.0,3592.0,1892.0,13600802.0,13609706.0,5.186,3.335
703,1400000.0,420000000.0,825000000.0,1213.037,6.725,776.2080000000001,2162.331,406.856,16.307000000000002,8775.0,3355.0,2078.0,13609899.0,13618695.0,5.349,3.293
704,1400000.0,350000000.0,165000000.0,1932.415,16.108,1290.302,8296.345,822.997,29.835,24282.0,6338.0,3754.0,13618991.0,13643325.0,4.101,2.96
705,1400000.0,350000000.0,206000000.0,1739.912,13.362,1168.631,6177.772,707.172,25.561999999999998,19418.0,5510.0,3295.0,13643758.0,13663219.0,4.044,2.992
706,1400000.0,350000000.0,275000000.0,1563.519,11.298,1083.001,4661.799,627.415,21.639,15193.0,4876.0,2815.0,13663578.0,13678809.0,4.16,3.043
707,1400000.0,350000000.0,413000000.0,1385.253,8.81,901.087,3070.288,487.483,18.124000000000002,11378.0,4068.0,2382.0,13679101.0,13690506.0,4.308,3.07
708,1400000.0,350000000.0,543000000.0,1302.736,7.792000000000001,828.952,2756.29,444.44599999999997,16.406,10163.0,3768.0,2157.0,13690743.0,13700930.0,4.35,3.125
709,1400000.0,350000000.0,633000000.0,1261.443,7.307,812.078,2515.9539999999997,433.06,15.602,9614.0,3715.0,2009.0,13701145.0,13710782.0,4.654,3.215
710,1400000.0,350000000.0,728000000.0,1235.932,6.9479999999999995,781.346,2463.4539999999997,410.965,15.001,9386.0,3536.0,1993.0,13711003.0,13720410.0,5.138,3.232
711,1400000.0,350000000.0,825000000.0,1211.67,6.6770000000000005,764.815,2432.019,398.816,14.693,9252.0,3477.0,1877.0,13720602.0,13729873.0,4.801,3.32
712,1400000.0,266000000.0,165000000.0,2006.9660000000001,15.710999999999999,1433.152,8300.122,882.5360000000001,29.853,24517.0,6820.0,3719.0,13730168.0,13754736.0,3.988,2.871
713,1400000.0,266000000.0,206000000.0,1743.361,13.335999999999999,1187.621,6268.741,703.605,26.096999999999998,19364.0,5609.0,3258.0,13755160.0,13774567.0,3.987,2.924
714,1400000.0,266000000.0,275000000.0,1564.8210000000001,11.339,1038.953,4758.237,601.5409999999999,21.766,15404.0,4810.0,2794.0,13774922.0,13790361.0,4.015,2.987
715,1400000.0,266000000.0,413000000.0,1385.253,8.925,903.482,3271.363,494.02099999999996,18.044,11872.0,4254.0,2235.0,13790655.0,13802554.0,4.179,3.064
716,1400000.0,266000000.0,543000000.0,1300.5539999999999,7.843999999999999,816.788,3114.961,441.39,16.252,10969.0,3839.0,2067.0,13802797.0,13813790.0,4.14,3.124
717,1400000.0,266000000.0,633000000.0,1262.4669999999999,7.371,783.076,3082.945,414.38599999999997,15.592,10716.0,3686.0,1924.0,13814006.0,13824744.0,4.338,3.168
718,1400000.0,266000000.0,728000000.0,1238.828,7.026,774.383,3058.4,406.921,14.958,10390.0,3379.0,2067.0,13824952.0,13835362.0,4.581,3.261
719,1400000.0,266000000.0,825000000.0,1211.133,6.727,747.319,3011.2470000000003,390.98199999999997,14.582,10356.0,3358.0,1934.0,13835553.0,13845929.0,4.492,3.238
720,1400000.0,177000000.0,165000000.0,1925.5379999999998,15.700999999999999,1326.32,8111.717,845.0880000000001,30.142,23709.0,6637.0,3636.0,13846220.0,13869981.0,3.815,2.773
721,1400000.0,177000000.0,206000000.0,1746.973,13.418,1183.888,6141.253000000001,716.308,25.893,19160.0,5535.0,3304.0,13870405.0,13889607.0,3.974,2.817
722,1400000.0,177000000.0,275000000.0,1563.8310000000001,11.181,1047.511,4782.912,601.0369999999999,21.857,15600.0,4909.0,2688.0,13889962.0,13905597.0,3.956,2.847
723,1400000.0,177000000.0,413000000.0,1386.684,8.872,898.712,4383.88,485.18300000000005,18.127,13891.0,4238.0,2165.0,13905889.0,13919808.0,3.956,2.88
724,1400000.0,177000000.0,543000000.0,1304.714,7.898,815.238,4346.803,445.63,16.317,13385.0,3612.0,2264.0,13920057.0,13933466.0,4.08,2.96
725,1400000.0,177000000.0,633000000.0,1263.575,7.462000000000001,779.541,4369.726,422.24,15.751,13228.0,3472.0,2123.0,13933682.0,13946932.0,3.92,2.996
726,1400000.0,177000000.0,728000000.0,1238.5739999999998,7.07,739.414,4305.6320000000005,400.454,15.103,13091.0,3343.0,2041.0,13947138.0,13960250.0,4.074,3.06
727,1400000.0,177000000.0,825000000.0,1210.086,6.723,737.43,4426.515,391.325,14.634,12954.0,3270.0,1984.0,13960443.0,13973417.0,4.135,3.137
728,1500000.0,600000000.0,165000000.0,1855.8020000000001,15.199000000000002,1318.355,8116.101,837.329,29.631,24121.0,6147.0,3723.0,13973708.0,13997880.0,5.339,3.23
729,1500000.0,600000000.0,206000000.0,1673.967,13.147,1151.017,6257.7609999999995,687.0219999999999,25.374000000000002,19261.0,5482.0,3007.0,13998308.0,14017611.0,5.489,3.204
730,1500000.0,600000000.0,275000000.0,1497.145,10.863,1051.121,4679.22,592.151,21.291999999999998,15212.0,5112.0,2391.0,14017965.0,14033212.0,5.644,3.324
731,1500000.0,600000000.0,413000000.0,1320.2820000000002,8.596,884.694,3080.405,472.555,17.494,11304.0,4079.0,2200.0,14033503.0,14044834.0,5.777,3.35
732,1500000.0,600000000.0,543000000.0,1235.645,7.609,802.1619999999999,2533.834,420.702,15.831,9697.0,3778.0,1933.0,14045076.0,14054797.0,5.917,3.379
733,1500000.0,600000000.0,633000000.0,1199.721,7.081,781.183,2238.893,415.105,14.927999999999999,8941.0,3485.0,2068.0,14055012.0,14063975.0,6.253,3.459
734,1500000.0,600000000.0,728000000.0,1166.869,6.685,747.42,2089.2,395.852,14.378,8403.0,3459.0,1844.0,14064182.0,14072605.0,6.619,3.483
735,1500000.0,600000000.0,825000000.0,1142.67,6.487,734.8580000000001,1882.993,386.273,13.899000000000001,7879.0,3238.0,1936.0,14072798.0,14080696.0,6.571,3.582
736,1500000.0,543000000.0,165000000.0,1857.0420000000001,15.439,1354.3,8316.544,841.4110000000001,30.590999999999998,24279.0,6259.0,3719.0,14080991.0,14105321.0,4.944,3.127
737,1500000.0,543000000.0,206000000.0,1696.44,13.062999999999999,1153.768,6422.481,675.816,25.86,19470.0,5388.0,3213.0,14105746.0,14125259.0,4.644,3.154
738,1500000.0,543000000.0,275000000.0,1494.411,10.819,1012.9860000000001,4498.106,574.528,21.448,14912.0,4692.0,2703.0,14125627.0,14140573.0,4.959,3.213
739,1500000.0,543000000.0,413000000.0,1322.3870000000002,8.682,880.883,3028.32,471.48900000000003,17.573,11095.0,3921.0,2313.0,14140864.0,14151986.0,5.145,3.276
740,1500000.0,543000000.0,543000000.0,1235.239,7.635,809.5360000000001,2570.435,424.26300000000003,15.85,9684.0,3709.0,2015.0,14152225.0,14161933.0,5.476,3.355
741,1500000.0,543000000.0,633000000.0,1198.499,7.17,756.997,2252.669,403.44199999999995,14.993,8840.0,3481.0,1978.0,14162149.0,14171011.0,5.831,3.468
742,1500000.0,543000000.0,728000000.0,1238.147,6.747999999999999,735.966,2082.101,396.16900000000004,14.432,8574.0,3526.0,1845.0,14171215.0,14179810.0,5.949,3.459
743,1500000.0,543000000.0,825000000.0,1140.812,6.43,726.225,1966.746,382.501,13.970999999999998,7973.0,3316.0,1808.0,14180003.0,14187996.0,5.98,3.455
744,1500000.0,480000000.0,165000000.0,1859.395,15.595,1290.7930000000001,8047.155,810.441,29.011,23736.0,6199.0,3665.0,14188290.0,14212077.0,4.606,3.109
745,1500000.0,480000000.0,206000000.0,1676.994,13.591,1164.734,6194.441999999999,706.268,25.129,19153.0,5534.0,3054.0,14212498.0,14231695.0,4.783,3.145
746,1500000.0,480000000.0,275000000.0,1494.155,10.883,1034.505,4621.527,572.5169999999999,21.175,14913.0,4658.0,2704.0,14232048.0,14246995.0,4.908,3.212
747,1500000.0,480000000.0,413000000.0,1322.3139999999999,8.654,871.24,3117.375,473.43300000000005,17.628,11200.0,3986.0,2263.0,14247287.0,14258514.0,4.982,3.27
748,1500000.0,480000000.0,543000000.0,1233.057,7.5520000000000005,807.329,2539.344,421.45,15.690999999999999,9589.0,3686.0,1992.0,14258753.0,14268365.0,5.287,3.302
749,1500000.0,480000000.0,633000000.0,1197.244,7.018,769.257,2286.192,405.565,14.789000000000001,8942.0,3515.0,1934.0,14268587.0,14277551.0,5.45,3.407
750,1500000.0,480000000.0,728000000.0,1166.788,6.752999999999999,758.9110000000001,2096.194,397.348,14.349,8411.0,3339.0,1990.0,14277754.0,14286185.0,5.475,3.377
751,1500000.0,480000000.0,825000000.0,1140.4669999999999,6.416,739.957,2016.761,386.162,13.857999999999999,8178.000000000001,3330.0,1830.0,14286379.0,14294576.0,5.644,3.452
752,1500000.0,420000000.0,165000000.0,1853.328,15.415999999999999,1353.898,8203.269,865.209,29.533,24360.0,6496.0,3662.0,14294874.0,14319286.0,4.488,3.068
753,1500000.0,420000000.0,206000000.0,1677.602,13.110999999999999,1193.368,6333.754,705.115,25.303,19343.0,5534.0,3116.0,14319733.0,14339119.0,4.53,3.112
754,1500000.0,420000000.0,275000000.0,1494.181,10.867,1023.365,4497.193,569.721,21.099,14812.0,4638.0,2734.0,14339473.0,14354320.0,4.285,3.122
755,1500000.0,420000000.0,413000000.0,1319.582,8.665,868.812,3176.316,475.665,17.425,11296.0,4170.0,2170.0,14354613.0,14365946.0,4.616,3.187
756,1500000.0,420000000.0,543000000.0,1235.774,7.7010000000000005,792.8989999999999,2659.7929999999997,435.061,15.659,9893.0,3907.0,1875.0,14366185.0,14376101.0,4.674,3.258
757,1500000.0,420000000.0,633000000.0,1198.888,7.122000000000001,758.1460000000001,2323.66,410.85900000000004,15.01,9138.0,3550.0,1944.0,14376319.0,14385479.0,4.956,3.336
758,1500000.0,420000000.0,728000000.0,1167.758,6.706,737.1410000000001,2241.23,394.12300000000005,14.337,8609.0,3426.0,1880.0,14385684.0,14394313.0,5.109,3.372
759,1500000.0,420000000.0,825000000.0,1141.469,6.504,718.738,2092.5570000000002,382.309,13.937000000000001,8280.0,3267.0,1842.0,14394508.0,14402808.0,5.423,3.476
