,CPU Frequencies,GPU Frequencies,Mem Frequencies,Initialization Time,Allocation Time,Copy To Device Time,Kernel Time,Copy Back and Merge Time,Deallocation Time,Real Time,User Time,System Time,Starttime,Endtime
180,499200.0,420750000.0,408000000.0,11.574272,436.761017,9.951776,116.691116,0.50048,3.8024,7232.0,16335.999999999998,276.0,2200019.0,2207386.0
181,499200.0,420750000.0,665600000.0,9.77984,435.129517,8.399616,114.563126,0.430464,2.95248,7074.0,16180.0,264.0,2207778.0,2214966.0
182,499200.0,420750000.0,800000000.0,10.024992,439.497192,7.983488,114.667557,1.112512,2.923808,7110.0,16196.000000000002,236.0,2215317.0,2222537.0
183,499200.0,420750000.0,1062400000.0,9.634688,467.497833,6.779616,113.51545,0.333856,2.83312,7040.0,16152.000000000002,248.0,2222883.0,2230034.0
184,499200.0,420750000.0,1331200000.0,9.579264,466.284515,6.64976,113.735489,0.360672,2.80304,7048.0,16136.0,228.0,2230365.0,2237517.0
185,499200.0,420750000.0,1600000000.0,9.49312,459.209259,6.944704,113.523232,0.3152,2.7832,7029.0,16172.0,176.0,2237842.0,2244973.0
186,499200.0,420750000.0,1866000000.0,9.213792,462.736511,6.34544,113.333916,1.101888,2.70496,7098.0,16148.0,228.0,2245294.0,2252492.0
187,499200.0,522750000.0,40800000.0,258.301849,822.759216,327.030273,318.894867,3.957952,23.914207,22386.0,30888.0,3208.0,2252838.0,2276768.0
188,499200.0,522750000.0,68000000.0,79.492256,502.234131,65.463425,148.489548,5.784,15.199104,9903.0,19032.0,1116.0,2279402.0,2289817.0
189,499200.0,522750000.0,102000000.0,16.895361,499.451874,33.934498,131.217834,1.711488,8.07664,8493.0,17484.0,692.0,2291271.0,2300115.0
190,499200.0,522750000.0,204000000.0,9.937952,478.666473,18.323616,123.008392,1.5824,5.296512,7947.0,16600.0,444.0,2301066.0,2309201.0
191,499200.0,522750000.0,408000000.0,6.746016,466.117188,9.75792,115.786308,0.52656,3.519328,7208.0,16347.999999999998,264.0,2309733.0,2317075.0
192,499200.0,522750000.0,665600000.0,6.288032,466.329559,7.687296,114.383232,0.36096,3.077504,7096.0,16216.000000000002,232.0,2317475.0,2324689.0
193,499200.0,522750000.0,800000000.0,6.959104,463.028473,7.277216,114.468407,0.34464,2.998784,7087.0,16196.000000000002,212.0,2325042.0,2332243.0
194,499200.0,522750000.0,1062400000.0,7.446112,469.456299,7.259872,115.188545,0.33152,2.737952,7121.0,16180.0,232.0,2332588.0,2339816.0
195,499200.0,522750000.0,1331200000.0,7.93376,433.480988,6.679072,113.944534,0.321312,2.8624,7032.0,16160.0,220.0,2340164.0,2347302.0
196,499200.0,522750000.0,1600000000.0,7.563008,466.175995,6.432448,113.316628,0.34896,2.779264,7032.0,16168.0,176.0,2347629.0,2354762.0
197,499200.0,522750000.0,1866000000.0,7.9728,434.707855,6.520672,113.889709,0.30656,2.644672,7020.0,16096.0,208.0,2355083.0,2362207.0
198,499200.0,624750000.0,40800000.0,205.988892,689.742188,337.535461,274.149139,10.742784,30.71088,20037.0,30980.0,3060.0,2362554.0,2384003.0
199,499200.0,624750000.0,68000000.0,70.158722,523.132935,64.049118,150.703537,1.769536,11.88368,10098.0,18744.0,1204.0,2386850.0,2397480.0
200,499200.0,624750000.0,102000000.0,45.98,498.732147,33.107071,132.044922,2.477088,10.320288,8558.0,17428.0,740.0,2398863.0,2407786.0
201,499200.0,624750000.0,204000000.0,26.636448,477.971954,16.554176,121.712334,0.938368,5.19248,7665.0,16620.0,432.0,2408706.0,2416556.0
202,499200.0,624750000.0,408000000.0,16.171167,467.991943,10.30992,117.968552,0.666304,3.66528,7331.0,16248.000000000002,324.0,2417091.0,2424557.0
203,499200.0,624750000.0,665600000.0,12.90944,467.860535,7.943168,114.120926,0.361856,3.87376,7095.0,16196.000000000002,296.0,2424954.0,2432164.0
204,499200.0,624750000.0,800000000.0,3.722016,463.417084,7.308192,114.230148,0.351008,2.970848,7071.0,16216.000000000002,204.0,2432527.0,2439712.0
205,499200.0,624750000.0,1062400000.0,3.986112,462.244904,6.874208,114.093483,0.33376,2.88864,7066.0,16200.0,188.0,2440058.0,2447232.0
206,499200.0,624750000.0,1331200000.0,4.63152,431.752808,6.945984,115.034554,0.32688,1.74688,7087.0,16088.000000000002,232.0,2447566.0,2454759.0
207,499200.0,624750000.0,1600000000.0,5.153536,461.539246,6.398016,117.018372,0.31504,2.80336,7203.0,16132.000000000002,216.0,2455085.0,2462391.0
208,499200.0,624750000.0,1866000000.0,5.82208,470.661774,6.327232,113.514801,0.994048,3.577056,7026.0,16155.999999999998,216.0,2462716.0,2469844.0
209,499200.0,726750000.0,40800000.0,162.359207,686.215698,370.064789,262.414398,3.6352,27.53072,19031.0,30872.0,3052.0,2470190.0,2490634.0
210,499200.0,726750000.0,68000000.0,56.074718,540.959351,61.327007,152.290161,2.176704,12.5392,10111.0,18716.0,1048.0,2493512.0,2504192.0
211,499200.0,726750000.0,102000000.0,39.336895,495.26178,35.763935,132.287933,1.7584,8.357152,8546.0,17440.0,684.0,2505543.0,2514435.0
212,499200.0,726750000.0,204000000.0,21.63184,452.947418,17.521152,121.438934,0.72144,5.26608,7611.0,16576.0,452.0,2515386.0,2523183.0
213,499200.0,726750000.0,408000000.0,14.080032,473.309143,9.760288,116.99543,0.50896,3.752608,7289.0,16344.000000000002,300.0,2523697.0,2531119.0
214,499200.0,726750000.0,665600000.0,11.537984,468.868744,7.901184,117.243095,0.36032,3.16144,7245.0,16216.000000000002,272.0,2531522.0,2538883.0
215,499200.0,726750000.0,800000000.0,11.789312,463.041595,7.681056,114.292519,0.38496,2.975968,7091.0,16232.0,212.0,2539249.0,2546454.0
216,499200.0,726750000.0,1062400000.0,11.027488,465.36908,6.81344,115.828323,0.3376,2.856704,7153.0,16136.0,268.0,2546801.0,2554062.0
217,499200.0,726750000.0,1331200000.0,10.549472,465.234833,6.689024,113.814842,1.082176,3.81392,7078.0,16180.0,224.0,2554408.0,2561593.0
218,499200.0,726750000.0,1600000000.0,10.753024,440.948792,6.671232,114.203484,1.03184,3.588896,7055.0,16108.0,244.0,2561920.0,2569077.0
219,499200.0,726750000.0,1866000000.0,9.957184,465.06192,6.33856,113.559326,0.33152,3.868192,7045.0,16104.0,260.0,2569408.0,2576555.0
220,499200.0,854250000.0,40800000.0,246.37149,648.850403,339.868866,273.216064,11.601888,35.775265,19641.0,31256.0,3120.0,2576902.0,2597828.0
221,499200.0,854250000.0,68000000.0,49.93856,553.243042,68.155678,161.368881,1.74384,14.403936,10598.0,19268.0,1000.0,2600581.0,2611774.0
222,499200.0,854250000.0,102000000.0,37.893215,520.681091,71.481346,133.994766,1.790048,9.863424,8718.0,17692.0,728.0,2613137.0,2622212.0
223,499200.0,854250000.0,204000000.0,19.902817,449.369354,17.292608,122.084724,0.926304,6.23904,7644.0,16736.0,376.0,2623161.0,2630994.0
224,499200.0,854250000.0,408000000.0,12.970848,473.905029,10.150208,117.297791,0.50368,4.6888,7293.0,16428.0,284.0,2631517.0,2638946.0
225,499200.0,854250000.0,665600000.0,11.137632,471.19574,8.137568,117.820465,0.582912,4.185216,7274.0,16236.0,272.0,2639346.0,2646735.0
226,499200.0,854250000.0,800000000.0,10.978912,469.869354,7.531616,115.482849,0.347392,3.870752,7161.0,16232.0,216.0,2647099.0,2654372.0
227,499200.0,854250000.0,1062400000.0,10.004,466.880249,6.900928,114.378075,0.34928,3.811168,7092.0,16175.999999999998,268.0,2654723.0,2661923.0
228,499200.0,854250000.0,1331200000.0,10.277696,467.476807,6.93488,113.338867,0.94224,3.56752,7043.0,16143.999999999998,240.0,2662261.0,2669410.0
229,499200.0,854250000.0,1600000000.0,10.500256,436.517639,6.578784,114.343231,0.540224,3.62608,7089.0,16100.000000000002,244.0,2669746.0,2676938.0
230,499200.0,854250000.0,1866000000.0,10.123616,467.388,6.439072,114.068283,0.320768,3.60384,7078.0,16123.999999999998,220.0,2677263.0,2684442.0
231,499200.0,930750000.0,40800000.0,264.751129,779.865723,317.583466,272.121674,5.66288,33.747776,23964.0,31588.0,2928.0,2684789.0,2710185.0
232,499200.0,930750000.0,68000000.0,79.430046,550.483459,68.140381,156.20845,1.36416,13.56416,10379.0,19140.0,1184.0,2712935.0,2723866.0
233,499200.0,930750000.0,102000000.0,51.426079,510.06308,37.664577,131.418884,1.730848,10.050464,8517.0,17732.0,620.0,2725232.0,2734103.0
234,499200.0,930750000.0,204000000.0,27.344992,481.653503,17.240704,121.755791,0.748448,6.156672,7671.0,16752.0,420.0,2735033.0,2742892.0
235,499200.0,930750000.0,408000000.0,16.517632,478.204498,10.268736,117.867073,0.50448,4.4096,7356.0,16424.0,272.0,2743432.0,2750924.0
236,499200.0,930750000.0,665600000.0,12.895808,465.099915,8.115424,117.328827,0.35472,4.003296,7274.0,16228.000000000002,256.0,2751326.0,2758716.0
237,499200.0,930750000.0,800000000.0,12.190304,438.672882,7.5528,115.02668,0.93792,3.77664,7112.0,16148.0,296.0,2759079.0,2766302.0
238,499200.0,930750000.0,1062400000.0,11.199616,464.586945,7.052672,114.643654,0.33488,3.74144,7103.0,16184.000000000002,224.0,2766653.0,2773864.0
239,499200.0,930750000.0,1331200000.0,10.521888,465.575134,6.655392,116.937469,0.31792,3.61872,7228.0,16096.0,304.0,2774198.0,2781531.0
240,499200.0,930750000.0,1600000000.0,10.10352,467.299591,6.555712,114.358292,0.320736,3.75248,7083.0,16052.0,312.0,2781861.0,2789047.0
241,499200.0,930750000.0,1866000000.0,9.793536,464.758942,6.30256,114.652832,0.3144,3.576192,7104.0,16132.000000000002,284.0,2789372.0,2796578.0
242,499200.0,1032750000.0,40800000.0,256.269287,709.902039,333.955048,382.502502,3.74416,35.263905,25716.0,32776.0,3440.0,2796928.0,2824666.0
243,499200.0,1032750000.0,68000000.0,43.9664,571.869507,59.8624,149.86232,1.91568,12.09424,10196.0,19180.0,1116.0,2828010.0,2838790.0
